i,r,v,p,ni,nr,nv,np
17,80,1360,23120,0.647941951,0.978307811,1.28390627,1.028438842
6,15,90,540,-0.966409456,-1.251316765,-1.014210505,-0.829416314
4,49,196,784,-1.259927894,-0.085051602,-0.822399183,-0.809340289
9,15,135,1215,-0.5261318,-1.251316765,-0.93278117,-0.773878129
15,76,1140,17100,0.354423514,0.841100145,0.885807301,0.533120506
10,47,470,4700,-0.379372581,-0.153655435,-0.326585013,-0.487136533
17,83,1411,23987,0.647941951,1.081213561,1.376192849,1.099774556
24,45,1080,25920,1.675256484,-0.222259268,0.777234855,1.258819464
18,82,1476,26568,0.79470117,1.046911644,1.493812999,1.312136122
6,38,228,1368,-0.966409456,-0.462372684,-0.764493879,-0.761289473
11,52,572,6292,-0.232613362,0.017854148,-0.142011855,-0.356148694
13,67,871,11323,0.060905076,0.532382896,0.399040835,0.057795916
19,20,380,7220,0.941460389,-1.079807182,-0.489443682,-0.279793974
14,22,308,4312,0.207664295,-1.011203349,-0.619730617,-0.519060705
2,45,90,180,-1.553446332,-0.222259268,-1.014210505,-0.85903668
1,63,63,63,-1.700205551,0.39517523,-1.063068105,-0.868663299
2,40,80,160,-1.553446332,-0.393768851,-1.032305912,-0.860682256
4,33,132,528,-1.259927894,-0.633882267,-0.938209792,-0.83040366
12,30,360,4320,-0.085854143,-0.736788017,-0.525634497,-0.518402475
17,39,663,11271,0.647941951,-0.428070768,0.022656355,0.053517418
